
SIMPLE-AWD: drop=0.7 lr=0.0001
epoch  train_loss  valid_loss  accuracy
6      0.590793    0.524884    0.743961
7      0.588668    0.530587    0.734300
8      0.588141    0.536405    0.748792
9      0.613615    0.552113    0.719807
10     0.583797    0.505160    0.729469
11     0.573641    0.513607    0.734300
12     0.553006    0.518303    0.724638
13     0.579685    0.512442    0.714976
14     0.599593    0.475312    0.739130
15     0.566693    0.497824    0.772947
16     0.534423    0.490615    0.768116
17     0.528856    0.491718    0.763285
18     0.561515    0.475932    0.792271
19     0.569619    0.452112    0.777778
20     0.557865    0.457701    0.782609
epoch  train_loss  valid_loss  accuracy
1      0.695809    0.634891    0.661836
2      0.699879    0.608048    0.695652
3      0.658362    0.628108    0.642512
4      0.645491    0.605135    0.685990
epoch  train_loss  valid_loss  accuracy
1      0.601255    0.631348    0.618357
2      0.575805    0.592364    0.705314
3      0.640542    0.592721    0.710145
4      0.646197    0.564265    0.719807
5      0.615929    0.603215    0.705314
6      0.597791    0.568212    0.719807
7      0.614129    0.573506    0.710145
8      0.622535    0.540542    0.724638
9      0.618625    0.547344    0.739130
10     0.618415    0.562470    0.724638
11     0.604051    0.584173    0.729469
12     0.543259    0.567154    0.734300
13     0.574802    0.534717    0.734300
14     0.567405    0.503328    0.763285
15     0.537261    0.509657    0.777778
16     0.569180    0.471224    0.753623
17     0.553316    0.478403    0.772947
18     0.592440    0.469236    0.758454
19     0.593465    0.496742    0.753623
20     0.579744    0.479088    0.753623
epoch  train_loss  valid_loss  accuracy
1      0.624635    0.694237    0.497585
2      0.605184    0.717618    0.521739
3      0.643465    0.662247    0.647343
4      0.619368    0.660652    0.603865
epoch  train_loss  valid_loss  accuracy
1      0.624701    0.583210    0.719807
2      0.635712    0.573420    0.739130
3      0.635715    0.582404    0.700483
4      0.597157    0.567711    0.729469
5      0.584116    0.565102    0.695652
6      0.583261    0.549049    0.710145
7      0.590110    0.551220    0.743961
8      0.615853    0.541587    0.724638
9      0.600177    0.528640    0.719807
10     0.560048    0.521497    0.734300
11     0.571166    0.537384    0.710145
12     0.603942    0.529416    0.734300
13     0.611832    0.499626    0.724638
14     0.618510    0.519080    0.748792
15     0.598968    0.479608    0.753623
16     0.575689    0.491132    0.743961
17     0.531958    0.500594    0.763285
18     0.525183    0.487505    0.734300
19     0.578767    0.499830    0.729469
20     0.564573    0.505646    0.734300
total elapsed time: 02:24:17

AWD-Pretrained-Wiki-Finetuned-Autopsy: drop=0.7 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.693207    0.750617    0.347826
2      0.670873    0.840504    0.318841
3      0.653264    0.897663    0.299517
4      0.634438    0.944846    0.270531
epoch  train_loss  valid_loss  accuracy
1      0.648868    0.887532    0.280193
2      0.633637    0.896438    0.289855
3      0.628157    0.815280    0.429952
4      0.612507    1.004085    0.309179
5      0.629828    0.797704    0.531401
6      0.585496    0.908087    0.367150
7      0.595692    0.947330    0.314010
8      0.604558    0.784477    0.531401
9      0.620265    0.748164    0.570048
10     0.624881    0.797811    0.507246
11     0.590056    0.728634    0.570048
12     0.586050    0.776383    0.574879
13     0.574492    0.759988    0.536232
14     0.582652    0.672004    0.594203
15     0.596435    0.722387    0.579710
16     0.600495    0.655516    0.608696
17     0.561510    0.830797    0.478261
18     0.561052    0.723438    0.570048
19     0.582777    0.735528    0.565217
20     0.596155    0.627527    0.661836
epoch  train_loss  valid_loss  accuracy
1      0.727341    0.810712    0.304348
2      0.687212    1.124116    0.275362
3      0.659314    1.059782    0.236715
4      0.686836    0.858831    0.405797
epoch  train_loss  valid_loss  accuracy
1      0.607807    0.996850    0.256039
2      0.608216    1.022390    0.280193
3      0.661448    0.741455    0.550725
4      0.629531    0.923889    0.323671
5      0.624636    0.859861    0.371981
6      0.594371    0.974304    0.285024
7      0.637629    0.825933    0.454106
8      0.601663    0.814188    0.434783
9      0.623257    0.703070    0.565217
10     0.616991    0.743005    0.536232
11     0.584201    0.810271    0.492754
12     0.609779    0.713376    0.589372
13     0.603435    0.701735    0.574879
14     0.585397    0.706543    0.570048
15     0.563401    0.741154    0.545894
16     0.556518    0.723364    0.570048
17     0.568524    0.759255    0.574879
18     0.570942    0.788026    0.516908
19     0.580158    0.803516    0.512077
20     0.586645    0.653203    0.632850
epoch  train_loss  valid_loss  accuracy
1      0.706043    0.875202    0.285024
2      0.697384    0.888527    0.275362
3      0.652026    1.108093    0.314010
4      0.650513    1.017880    0.299517
epoch  train_loss  valid_loss  accuracy
1      0.671178    0.943184    0.270531
2      0.655057    0.922701    0.280193
3      0.625833    0.892456    0.338164
4      0.605819    0.865741    0.420290
5      0.648465    0.779009    0.603865
6      0.659974    0.727567    0.608696
7      0.636124    0.845515    0.473430
8      0.611577    0.838248    0.512077
9      0.580217    0.891986    0.434783
10     0.607610    0.769444    0.545894
11     0.591843    0.801133    0.550725
12     0.579530    0.771677    0.531401
13     0.564862    0.735923    0.574879
14     0.571519    0.790009    0.521739
15     0.565881    0.746243    0.560386
16     0.595038    0.609487    0.666667
17     0.595004    0.641016    0.637681
18     0.580148    0.633892    0.657005
19     0.587798    0.563677    0.714976
20     0.590890    0.577690    0.690821
epoch  train_loss  valid_loss  accuracy
1      0.656901    0.824941    0.285024
2      0.630578    0.966625    0.304348
3      0.648714    0.699287    0.574879
4      0.611741    0.861320    0.415459
epoch  train_loss  valid_loss  accuracy
1      0.619134    0.830679    0.463768
2      0.609932    0.907433    0.328502
3      0.603247    0.738613    0.545894
4      0.614546    0.662272    0.608696
5      0.613275    0.667990    0.608696
6      0.613176    0.588741    0.685990
7      0.604906    0.617238    0.671498
8      0.564081    0.787775    0.458937
9      0.552290    0.738120    0.560386
10     0.561932    0.639293    0.642512
11     0.566534    0.625766    0.695652
12     0.554026    0.676195    0.637681
13     0.582643    0.597403    0.695652
14     0.559815    0.638006    0.681159
15     0.544794    0.625296    0.661836
16     0.530573    0.632832    0.676328
17     0.566839    0.522394    0.763285
18     0.552464    0.640422    0.666667
19     0.576163    0.576075    0.705314
20     0.541507    0.595834    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.740348    0.823833    0.318841
2      0.720006    0.933090    0.270531
3      0.721079    0.805914    0.357488
4      0.704725    0.777186    0.371981
epoch  train_loss  valid_loss  accuracy
1      0.688537    0.752894    0.439614
2      0.688702    0.678936    0.608696
3      0.643572    0.879833    0.265700
4      0.633751    1.015999    0.299517
5      0.644302    0.830402    0.483092
6      0.646231    0.759319    0.497585
7      0.640960    0.847547    0.439614
8      0.588058    0.929797    0.357488
9      0.610741    0.819872    0.483092
10     0.613052    0.775024    0.516908
11     0.615972    0.776045    0.521739
12     0.580452    0.741830    0.555556
13     0.586917    0.638458    0.652174
14     0.559566    0.704785    0.584541
15     0.566934    0.693436    0.594203
16     0.564566    0.722500    0.584541
17     0.594740    0.594490    0.681159
18     0.582292    0.646747    0.603865
19     0.590848    0.574204    0.719807
20     0.593860    0.578194    0.690821
total elapsed time: 02:57:15

AWD-Pretrained-Wiki-Finetuned-Nidia: drop=0.7 lr=0.0001
epoch  train_loss  valid_loss  accuracy
1      0.667153    0.743410    0.420290
2      0.661267    0.753689    0.444444
3      0.639604    0.778100    0.396135
4      0.620112    0.767992    0.478261
epoch  train_loss  valid_loss  accuracy
1      0.627042    0.792343    0.415459
2      0.634555    0.742656    0.521739
3      0.659345    0.783800    0.681159
4      0.611181    0.823517    0.357488
5      0.588653    0.866367    0.222222
6      0.594815    0.892688    0.285024
7      0.605403    0.900534    0.299517
8      0.591576    0.926362    0.265700
9      0.598650    0.824500    0.309179
10     0.603426    0.701629    0.536232
11     0.622833    0.676293    0.623188
12     0.628531    0.644790    0.681159
13     0.605547    0.697665    0.536232
14     0.582398    0.721570    0.497585
15     0.584891    0.718699    0.521739
16     0.564723    0.699217    0.545894
17     0.567887    0.709026    0.560386
18     0.574773    0.797640    0.376812
19     0.612135    0.705340    0.642512
20     0.593432    0.815729    0.333333
epoch  train_loss  valid_loss  accuracy
1      0.688242    0.727154    0.439614
2      0.696723    0.708283    0.642512
3      0.689396    0.658957    0.661836
4      0.639449    0.699124    0.526570
epoch  train_loss  valid_loss  accuracy
1      0.643203    0.675830    0.550725
2      0.645504    0.648696    0.637681
3      0.607288    0.753868    0.512077
4      0.626319    0.775428    0.425121
5      0.618450    0.813973    0.342995
6      0.613079    0.744128    0.463768
7      0.648240    0.685858    0.671498
8      0.624889    0.677075    0.623188
9      0.617022    0.713100    0.536232
10     0.628875    0.641449    0.676328
11     0.628041    0.595393    0.671498
12     0.604678    0.646080    0.652174
13     0.579469    0.774398    0.473430
14     0.569134    0.758301    0.497585
15     0.580514    0.746300    0.541063
16     0.552920    0.779816    0.492754
17     0.596653    0.661850    0.632850
18     0.569165    0.783131    0.507246
19     0.584755    0.688793    0.608696
20     0.583677    0.647204    0.695652
epoch  train_loss  valid_loss  accuracy
1      0.689578    0.733322    0.391304
2      0.685210    0.762112    0.483092
3      0.635749    0.809611    0.420290
4      0.655826    0.760787    0.512077
epoch  train_loss  valid_loss  accuracy
1      0.626519    0.735390    0.444444
2      0.599831    0.735570    0.473430
3      0.643378    0.723913    0.531401
4      0.622621    0.783281    0.386473
5      0.633832    0.699853    0.579710
6      0.629582    0.706027    0.555556
7      0.613737    0.748137    0.468599
8      0.609968    0.795128    0.396135
9      0.583160    0.755690    0.458937
10     0.619979    0.690118    0.589372
11     0.590424    0.739397    0.483092
12     0.612778    0.660155    0.637681
13     0.584393    0.696028    0.560386
14     0.596784    0.626809    0.652174
15     0.605931    0.618656    0.661836
16     0.566103    0.686831    0.584541
17     0.575644    0.686059    0.584541
18     0.566258    0.714725    0.555556
19     0.579048    0.752851    0.512077
20     0.561700    0.727031    0.516908
epoch  train_loss  valid_loss  accuracy
1      0.676518    0.774061    0.323671
2      0.671045    0.771076    0.357488
3      0.691001    0.748233    0.396135
4      0.669168    0.792853    0.318841
epoch  train_loss  valid_loss  accuracy
1      0.642164    0.770022    0.376812
2      0.628473    0.822473    0.328502
3      0.630324    0.773236    0.391304
4      0.618110    0.750563    0.405797
5      0.599154    0.746395    0.415459
6      0.628603    0.704150    0.560386
7      0.636474    0.715875    0.521739
8      0.582605    0.713112    0.531401
9      0.568349    0.705506    0.570048
10     0.559417    0.678196    0.613527
11     0.576449    0.643231    0.661836
12     0.557941    0.607032    0.714976
13     0.599523    0.592348    0.710145
14     0.616961    0.573564    0.714976
15     0.623477    0.548843    0.724638
16     0.609858    0.570624    0.724638
17     0.587920    0.551387    0.734300
18     0.559972    0.581741    0.719807
19     0.591914    0.566032    0.710145
20     0.577946    0.576351    0.729469
epoch  train_loss  valid_loss  accuracy
1      0.687112    0.726506    0.391304
2      0.641018    0.812517    0.362319
3      0.660441    0.815746    0.352657
4      0.670447    0.727831    0.458937
epoch  train_loss  valid_loss  accuracy
1      0.687686    0.690629    0.603865
2      0.666580    0.739861    0.444444
3      0.662264    0.652300    0.652174
4      0.656986    0.692453    0.536232
5      0.645460    0.776044    0.410628
6      0.601261    0.778142    0.420290
7      0.561139    0.763939    0.463768
8      0.587738    0.725996    0.550725
9      0.565018    0.793591    0.425121
10     0.576650    0.815926    0.434783
11     0.574541    0.851412    0.381643
12     0.586995    0.744288    0.531401
13     0.563211    0.745328    0.512077
14     0.561167    0.760410    0.444444
15     0.546838    0.728320    0.579710
16     0.593564    0.659119    0.666667
17     0.551841    0.681880    0.613527
18     0.574195    0.686574    0.618357
19     0.566537    0.633967    0.681159
20     0.581490    0.579409    0.705314
total elapsed time: 03:31:04

SIMPLE-AWD: drop=0.7 lr=0.001
epoch  train_loss  valid_loss  accuracy
1      0.650757    0.623316    0.690821
2      0.596349    0.400161    0.811594
3      0.552158    0.355920    0.884058
4      0.534324    0.350587    0.864734
5      0.469364    0.296642    0.874396
6      0.430115    0.332529    0.864734
7      0.434814    0.281364    0.888889
8      0.337239    0.273135    0.879227
9      0.346664    0.321002    0.864734
10     0.323962    0.251250    0.893720
11     0.269176    0.277338    0.893720
12     0.314323    0.278524    0.893720
13     0.255361    0.255747    0.903382
14     0.216629    0.269667    0.913043
15     0.257170    0.252432    0.903382
16     0.213787    0.267012    0.893720
17     0.207898    0.277601    0.893720
18     0.193028    0.247581    0.908213
19     0.252401    0.237512    0.898551
20     0.295250    0.241649    0.913043
epoch  train_loss  valid_loss  accuracy
1      0.657960    0.628308    0.685990
2      0.590540    0.539797    0.739130
3      0.506529    0.376395    0.840580
4      0.488329    0.453619    0.787440
5      0.467576    0.379032    0.826087
6      0.403550    0.279985    0.869565
7      0.379669    0.284286    0.893720
8      0.348029    0.264778    0.903382
9      0.381194    0.322893    0.879227
10     0.355730    0.265133    0.903382
11     0.301027    0.333393    0.888889
12     0.270448    0.268182    0.874396
13     0.265817    0.277079    0.884058
14     0.248670    0.281846    0.893720
15     0.270002    0.274871    0.888889
16     0.231476    0.274740    0.908213
17     0.253386    0.284463    0.884058
18     0.243844    0.361892    0.830918
19     0.193213    0.275304    0.893720
20     0.196989    0.360369    0.893720
epoch  train_loss  valid_loss  accuracy
1      0.646710    0.665370    0.695652
2      0.563703    0.425147    0.835749
3      0.537004    0.515913    0.763285
4      0.500877    0.297013    0.869565
5      0.472739    0.361033    0.821256
6      0.472812    0.324891    0.855072
7      0.347400    0.305615    0.874396
8      0.347938    0.289272    0.888889
9      0.348174    0.279295    0.879227
10     0.354124    0.251885    0.898551
11     0.352739    0.265680    0.913043
12     0.328721    0.237245    0.903382
13     0.258598    0.266754    0.893720
14     0.276039    0.247030    0.898551
15     0.299169    0.338533    0.888889
16     0.310338    0.275962    0.884058
17     0.276087    0.264580    0.903382
18     0.240765    0.274609    0.884058
19     0.204443    0.254296    0.888889
20     0.254827    0.234818    0.903382
epoch  train_loss  valid_loss  accuracy
1      0.624207    0.636279    0.710145
2      0.611528    0.494951    0.768116
3      0.567757    0.438876    0.811594
4      0.536194    0.410969    0.806763
5      0.507787    0.353836    0.845411
6      0.439223    0.315976    0.884058
7      0.448500    0.267151    0.879227
8      0.422425    0.314229    0.869565
9      0.409289    0.296561    0.874396
10     0.378265    0.310742    0.850242
11     0.367348    0.264831    0.908213
12     0.310171    0.268347    0.898551
13     0.264065    0.253188    0.898551
14     0.259097    0.268925    0.884058
15     0.265535    0.254694    0.903382
16     0.301395    0.278381    0.888889
17     0.260296    0.273304    0.879227
18     0.221645    0.246627    0.903382
19     0.214738    0.236051    0.903382
20     0.264008    0.283112    0.898551
epoch  train_loss  valid_loss  accuracy
1      0.677809    0.686876    0.536232
2      0.636980    0.561396    0.729469
3      0.566258    0.438446    0.811594
4      0.504921    0.428982    0.801932
5      0.486702    0.505260    0.768116
6      0.453532    0.300791    0.874396
7      0.415408    0.292644    0.879227
8      0.324088    0.316482    0.884058
9      0.348383    0.280196    0.884058
10     0.344027    0.298870    0.888889
11     0.282080    0.281673    0.879227
12     0.231246    0.334668    0.879227
13     0.240360    0.283718    0.884058
14     0.270860    0.317873    0.879227
15     0.312841    0.288038    0.922705
16     0.286789    0.256625    0.903382
17     0.259474    0.277592    0.888889
18     0.241649    0.264457    0.893720
19     0.258375    0.274568    0.908213
20     0.230688    0.266368    0.903382
total elapsed time: 03:35:05

SIMPLE-AWD-Finetuned-Autopsy: drop=0.7 lr=0.001
epoch  train_loss  valid_loss  accuracy
1      0.655216    0.602462    0.729469
2      0.598273    0.556787    0.739130
3      0.593910    0.552738    0.739130
4      0.573199    0.522689    0.739130
epoch  train_loss  valid_loss  accuracy
1      0.601141    0.510272    0.739130
2      0.545244    0.399604    0.811594
3      0.537844    0.408422    0.782609
4      0.516060    0.375874    0.816425
5      0.436529    0.354003    0.826087
6      0.386505    0.293055    0.874396
7      0.392739    0.278898    0.888889
8      0.367849    0.294302    0.869565
9      0.313943    0.301254    0.874396
10     0.313855    0.279597    0.884058
11     0.321966    0.255561    0.888889
12     0.322295    0.237377    0.888889
13     0.349199    0.283495    0.879227
14     0.272632    0.264637    0.888889
15     0.303994    0.267657    0.869565
16     0.290869    0.270676    0.898551
17     0.282075    0.252764    0.888889
18     0.252825    0.248965    0.898551
19     0.210745    0.242328    0.888889
20     0.275198    0.312469    0.908213
epoch  train_loss  valid_loss  accuracy
1      0.663262    0.584201    0.710145
2      0.637261    0.557738    0.724638
3      0.586577    0.526876    0.743961
4      0.567255    0.541497    0.739130
epoch  train_loss  valid_loss  accuracy
1      0.573017    0.471036    0.797101
2      0.511285    0.416830    0.792271
3      0.468244    0.338789    0.850242
4      0.456088    0.311408    0.864734
5      0.465386    0.321636    0.884058
6      0.434015    0.303918    0.859903
7      0.400536    0.268441    0.908213
8      0.416450    0.292421    0.879227
9      0.404521    0.272621    0.908213
10     0.357680    0.268363    0.903382
11     0.353632    0.246540    0.908213
12     0.332251    0.263252    0.888889
13     0.317743    0.293748    0.893720
14     0.357393    0.288021    0.874396
15     0.314665    0.264972    0.913043
16     0.245632    0.269075    0.893720
17     0.305275    0.254870    0.893720
18     0.297939    0.264879    0.884058
19     0.306463    0.238141    0.888889
20     0.291124    0.243449    0.893720
epoch  train_loss  valid_loss  accuracy
1      0.662754    0.602155    0.748792
2      0.588055    0.511738    0.768116
3      0.581220    0.482892    0.768116
4      0.556066    0.439974    0.753623
epoch  train_loss  valid_loss  accuracy
1      0.518626    0.441961    0.797101
2      0.516871    0.375309    0.840580
3      0.516218    0.361908    0.840580
4      0.482532    0.351105    0.869565
5      0.440289    0.331983    0.859903
6      0.426325    0.290011    0.869565
7      0.356773    0.268707    0.888889
8      0.399975    0.294247    0.864734
9      0.339141    0.269937    0.888889
10     0.342955    0.237901    0.898551
11     0.288074    0.261278    0.879227
12     0.324931    0.269095    0.869565
13     0.309703    0.262156    0.864734
14     0.334632    0.252402    0.874396
15     0.311741    0.285432    0.855072
16     0.308195    0.252949    0.893720
17     0.250656    0.295627    0.879227
18     0.240873    0.279649    0.888889
19     0.242994    0.290209    0.879227
20     0.278578    0.326212    0.869565
epoch  train_loss  valid_loss  accuracy
1      0.657192    0.555993    0.748792
2      0.595312    0.551652    0.758454
3      0.542527    0.518462    0.753623
4      0.550000    0.479669    0.758454
epoch  train_loss  valid_loss  accuracy
1      0.601769    0.477298    0.768116
2      0.555523    0.496067    0.758454
3      0.531063    0.393418    0.811594
4      0.501415    0.313750    0.869565
5      0.453498    0.296356    0.884058
6      0.438530    0.274709    0.893720
7      0.433696    0.280979    0.888889
8      0.392789    0.283352    0.903382
9      0.365258    0.272797    0.879227
10     0.359832    0.239082    0.913043
11     0.381782    0.272959    0.908213
12     0.333536    0.244684    0.884058
13     0.348861    0.333844    0.869565
14     0.337141    0.287712    0.893720
15     0.364200    0.244490    0.898551
16     0.350493    0.266106    0.893720
17     0.309060    0.272728    0.903382
18     0.299201    0.271900    0.879227
19     0.285630    0.248385    0.893720
20     0.239415    0.226088    0.903382
epoch  train_loss  valid_loss  accuracy
1      0.692750    0.497767    0.748792
2      0.647231    0.522859    0.743961
3      0.591017    0.503151    0.748792
4      0.587300    0.510949    0.743961
epoch  train_loss  valid_loss  accuracy
1      0.561140    0.440030    0.806763
2      0.515101    0.382893    0.826087
3      0.484294    0.355958    0.855072
4      0.511982    0.332113    0.845411
5      0.473050    0.277196    0.888889
6      0.424078    0.291481    0.855072
7      0.413814    0.245995    0.903382
8      0.362461    0.275844    0.893720
9      0.314589    0.253879    0.879227
10     0.346048    0.268632    0.879227
11     0.330652    0.263120    0.903382
12     0.301973    0.252521    0.898551
13     0.271187    0.252135    0.884058
14     0.271985    0.275398    0.874396
15     0.295896    0.268654    0.903382
16     0.327740    0.245531    0.922705
17     0.272571    0.251556    0.893720
18     0.285779    0.268960    0.903382
19     0.305549    0.261182    0.903382
20     0.265765    0.274147    0.893720
total elapsed time: 03:39:21

SIMPLE-AWD-Finetuned-Nidia: drop=0.7 lr=0.001
epoch  train_loss  valid_loss  accuracy
1      0.701010    0.567686    0.739130
2      0.661561    0.535643    0.739130
3      0.634277    0.494239    0.719807
4      0.571800    0.476191    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.538267    0.478132    0.758454
2      0.576292    0.569882    0.695652
3      0.560793    0.497808    0.739130
4      0.577947    0.473975    0.724638
5      0.588989    0.441719    0.782609
6      0.566348    0.442429    0.763285
7      0.513527    0.427099    0.806763
8      0.456801    0.426186    0.792271
9      0.451255    0.366348    0.840580
10     0.511069    0.394335    0.806763
11     0.517523    0.346662    0.835749
12     0.481683    0.414843    0.787440
13     0.513994    0.453580    0.768116
14     0.482721    0.375223    0.830918
15     0.420424    0.353491    0.840580
16     0.440015    0.331699    0.864734
17     0.458125    0.344212    0.855072
18     0.461937    0.422232    0.777778
19     0.445358    0.592082    0.748792
20     0.452947    0.339923    0.835749
epoch  train_loss  valid_loss  accuracy
1      0.671490    0.596697    0.724638
2      0.626222    0.547779    0.734300
3      0.618136    0.536207    0.714976
4      0.592240    0.545802    0.724638
epoch  train_loss  valid_loss  accuracy
1      0.612534    0.536845    0.714976
2      0.571437    0.522861    0.729469
3      0.539908    0.454770    0.734300
4      0.569578    0.553505    0.710145
5      0.571308    0.466637    0.734300
6      0.499555    0.462210    0.734300
7      0.522358    0.427045    0.768116
8      0.474752    0.382415    0.797101
9      0.451484    0.369378    0.792271
10     0.513185    0.464574    0.724638
11     0.468078    0.393468    0.811594
12     0.510742    0.398502    0.777778
13     0.497691    0.372625    0.821256
14     0.440849    0.324834    0.850242
15     0.468359    0.372471    0.806763
16     0.482086    0.364020    0.806763
17     0.455547    0.329558    0.869565
18     0.391228    0.349626    0.816425
19     0.433786    0.319961    0.821256
20     0.407737    0.308526    0.869565
epoch  train_loss  valid_loss  accuracy
1      0.618098    0.539969    0.743961
2      0.609000    0.522860    0.724638
3      0.612362    0.560942    0.700483
4      0.613037    0.517232    0.714976
epoch  train_loss  valid_loss  accuracy
1      0.534726    0.522735    0.700483
2      0.564025    0.546181    0.739130
3      0.560219    0.482910    0.748792
4      0.543369    0.533067    0.724638
5      0.549338    0.501473    0.724638
6      0.542437    0.492594    0.710145
7      0.503715    0.572546    0.719807
8      0.487067    0.451126    0.748792
9      0.473407    0.424126    0.777778
10     0.483332    0.398775    0.772947
11     0.508294    0.430433    0.777778
12     0.465312    0.596166    0.724638
13     0.488394    0.367324    0.835749
14     0.453424    0.379106    0.816425
15     0.464570    0.335331    0.840580
16     0.470659    0.333217    0.879227
17     0.481532    0.490252    0.743961
18     0.477851    0.329380    0.859903
19     0.417092    0.303824    0.855072
20     0.369527    0.326648    0.845411
epoch  train_loss  valid_loss  accuracy
1      0.685435    0.530480    0.772947
2      0.637968    0.535348    0.714976
3      0.567128    0.534289    0.724638
4      0.532486    0.512996    0.729469
epoch  train_loss  valid_loss  accuracy
1      0.562842    0.552887    0.695652
2      0.542472    0.525235    0.739130
3      0.540503    0.482358    0.748792
4      0.564575    0.501345    0.714976
5      0.544151    0.475410    0.772947
6      0.514704    0.444204    0.748792
7      0.492219    0.426143    0.801932
8      0.545827    0.488820    0.734300
9      0.520072    0.384446    0.811594
10     0.545152    0.368512    0.821256
11     0.498563    0.401371    0.792271
12     0.459504    0.382211    0.816425
13     0.450249    0.483062    0.768116
14     0.470663    0.406401    0.792271
15     0.489334    0.462927    0.748792
16     0.435910    0.332901    0.855072
17     0.445759    0.376227    0.830918
18     0.476649    0.418711    0.792271
19     0.425192    0.325236    0.864734
20     0.371153    0.334770    0.864734
epoch  train_loss  valid_loss  accuracy
1      0.670039    0.527339    0.748792
2      0.661544    0.519206    0.729469
3      0.601647    0.517444    0.714976
4      0.573205    0.506496    0.724638
epoch  train_loss  valid_loss  accuracy
1      0.569881    0.498097    0.753623
2      0.591381    0.538052    0.710145
3      0.555173    0.467324    0.734300
4      0.576822    0.480029    0.748792
5      0.535422    0.464784    0.729469
6      0.526728    0.467348    0.763285
7      0.561468    0.426618    0.787440
8      0.534786    0.440487    0.758454
9      0.528897    0.417567    0.792271
10     0.469831    0.412588    0.782609
11     0.455060    0.347866    0.830918
12     0.452476    0.399082    0.782609
13     0.463870    0.475828    0.758454
14     0.459655    0.367358    0.850242
15     0.492928    0.406525    0.763285
16     0.471383    0.389947    0.821256
17     0.436142    0.303488    0.864734
18     0.430685    0.360378    0.816425
19     0.373782    0.292519    0.845411
20     0.428962    0.325126    0.859903
total elapsed time: 03:43:59

AWD: drop=0.7 lr=0.001
epoch  train_loss  valid_loss  accuracy
1      0.685402    0.815041    0.420290
2      0.685683    0.669987    0.685990
3      0.676465    0.585806    0.685990
4      0.661082    0.621572    0.685990
5      0.654446    0.646375    0.666667
6      0.647653    0.588474    0.685990
7      0.639964    0.585866    0.685990
8      0.648792    0.580599    0.685990
9      0.643610    0.595949    0.666667
10     0.643948    0.624338    0.685990
11     0.653929    0.615632    0.666667
12     0.639618    0.627086    0.685990
13     0.635102    0.606750    0.685990
14     0.634827    0.608343    0.685990
15     0.625095    0.620502    0.685990
16     0.632754    0.618656    0.685990
17     0.631451    0.614591    0.666667
18     0.643488    0.605969    0.666667
19     0.633389    0.594503    0.685990
20     0.640409    0.611764    0.685990
epoch  train_loss  valid_loss  accuracy
1      0.663776    0.703200    0.589372
2      0.668149    0.722036    0.685990
3      0.648743    1.056193    0.608696
4      0.645483    0.485070    0.806763
5      0.647588    0.695313    0.685990
6      0.645051    0.648282    0.685990
7      0.625740    0.667973    0.685990
8      0.633728    0.689850    0.685990
9      0.644660    0.627665    0.685990
10     0.637838    0.642473    0.685990
11     0.641492    0.667784    0.685990
12     0.599722    1.078489    0.260870
13     0.637315    0.641726    0.685990
14     0.634154    0.637658    0.671498
15     0.568866    0.729439    0.685990
16     0.566836    0.736748    0.405797
17     0.568322    0.576376    0.719807
18     0.508332    0.653744    0.695652
19     0.490780    0.711085    0.685990
20     0.480983    0.502439    0.768116
epoch  train_loss  valid_loss  accuracy
1      0.678342    1.523571    0.318841
2      0.672597    0.915253    0.676328
3      0.625951    0.656414    0.657005
4      0.606446    0.695670    0.676328
5      0.618168    0.644059    0.676328
6      0.630088    0.573905    0.690821
7      0.579335    0.842745    0.714976
8      0.581360    0.552513    0.710145
9      0.495129    0.541276    0.714976
10     0.441215    0.615241    0.714976
11     0.422106    0.443567    0.772947
12     0.435823    0.484047    0.840580
13     0.462823    0.558303    0.743961
14     0.473475    0.447331    0.758454
15     0.409414    0.527774    0.748792
16     0.373622    0.476257    0.797101
17     0.391199    0.571429    0.666667
18     0.409540    0.402305    0.816425
19     0.347381    0.676882    0.729469
20     0.362853    0.453030    0.845411
epoch  train_loss  valid_loss  accuracy
1      0.678883    0.966470    0.314010
2      0.607547    1.582394    0.328502
3      0.589010    0.920198    0.685990
4      0.559410    0.847711    0.589372
5      0.480413    0.470295    0.792271
6      0.471382    0.809931    0.415459
7      0.598653    0.655781    0.685990
8      0.630965    0.631875    0.685990
9      0.612972    0.709862    0.628019
10     0.608966    0.910372    0.685990
11     0.593617    0.836198    0.685990
12     0.600430    0.619421    0.685990
13     0.577493    0.901008    0.685990
14     0.552950    0.647875    0.695652
15     0.529524    1.113358    0.560386
16     0.525029    0.626561    0.657005
17     0.464891    0.533839    0.714976
18     0.485411    1.139829    0.690821
19     0.454348    0.654971    0.676328
20     0.440694    1.275276    0.685990
epoch  train_loss  valid_loss  accuracy
1      0.612905    0.924611    0.362319
2      0.637279    0.747804    0.690821
3      0.612895    0.479066    0.782609
4      0.625226    0.640630    0.690821
5      0.586494    0.657083    0.685990
6      0.532143    0.662465    0.710145
7      0.529064    0.417697    0.826087
8      0.533361    1.571761    0.584541
9      0.517832    0.669540    0.768116
10     0.523571    0.704687    0.473430
11     0.561918    0.663314    0.671498
12     0.551195    1.416931    0.685990
13     0.591815    0.901179    0.685990
14     0.572526    0.857764    0.685990
15     0.537090    0.516826    0.705314
16     0.426338    0.627596    0.743961
17     0.382823    0.533335    0.782609
